est_diameter_min,relative_velocity,miss_distance,absolute_magnitude
0.1616422833,43307.9629834968,64850459.96744509,21.08
0.5041444339,83439.3790769555,60151997.74703192,18.61
0.0555334912,44640.7506412668,17505793.418806165,23.4
0.0113908197,40020.1790203001,37249031.91184757,26.84
0.0667659413,44328.3046401355,32223233.021309763,23.0
0.0384197891,29914.7634231916,65030591.75005803,24.2
0.0421264611,30879.3369891957,38306457.753958,24.0
0.0291443905,57051.0929554128,70689032.1490181,24.8
0.0766575574,33465.5166778701,34061658.68885141,22.7
0.2053784995,67009.2986152879,68975784.63844849,20.56
0.1108038821,79336.8244075262,43503636.38324184,21.9
0.0279611466,43024.8532883749,37300950.45102256,24.89
0.0732073989,28120.3848391207,35775084.77439843,22.8
0.0555334912,43284.7480447382,27106323.26842396,23.4
0.2007035141,56685.8524353325,55373203.01128681,20.61
0.5553349116,61854.1235123688,31459754.11337273,18.4
0.0105816886,29328.2017342102,2370446.137663406,27.0
0.2368944994,108807.0001704911,61953927.11429411,20.25
0.3270054393,29006.2097520549,31187463.385734577,19.55
0.0069912523,45071.7434163263,61156523.83753803,27.9
0.0253837029,35484.5387107748,60387728.47561758,25.1
0.0101054342,24721.5742648386,28120596.13887376,27.1
0.0506471459,41332.0529685107,25331453.04420907,23.6
0.04411182,58357.497750556,36564845.51485024,23.9
0.046190746,75245.0397789733,63216912.6668903,23.8
0.0334622374,35140.4232378507,23591415.42740157,24.5
0.0133215567,67045.1924057105,70241698.58430973,26.5
0.046190746,16756.7649936301,61133781.894541696,23.8
0.0160160338,38102.1412809334,11534760.730748458,26.1
0.2210828104,79729.105929592,43339310.78245778,20.4
0.0347180222,39536.643812445,14525572.181144685,24.42
0.0421264611,31156.7691454442,20174925.930682007,24.0
0.2658,50806.9432741302,12265593.224630704,20.0
0.9216265485,127014.011399686,57369787.032622814,17.3
0.0278326768,13108.4742827786,7739992.240589749,24.9
0.008405334,65155.0988462598,56627264.21318942,27.5
0.1529519353,32674.6017225606,33902226.41943526,21.2
0.1838886721,19341.4937979862,36060249.05698072,20.8
0.385971268,89385.3728633966,35116906.64029101,19.19
0.052547853,47462.4314725738,37067096.90642922,23.52
0.0105816886,23549.4307183825,44959179.39233211,27.0
0.063760979,54448.3073073838,39478528.58197355,23.1
0.3536347843,54937.9277550364,47818151.00284647,19.38
0.0506471459,49822.0579679191,70741074.83946538,23.6
0.0305179233,14482.0430458745,40514173.61748282,24.7
0.096506147,9526.9683508084,36468272.81930876,22.2
0.0229379698,64183.5111865871,38853732.4346477,25.32
0.1010543415,81099.0868244807,33603821.61833374,22.1
0.4060270583,60276.6814923641,60913878.80011948,19.08
0.1838886721,36038.0507211835,27854331.647273023,20.8
0.1123453177,55374.909530917,62832148.84514325,21.87
0.0055533491,19280.0616101718,44051027.13691889,28.4
0.0046190746,65378.9903593381,31963180.401743338,28.8
0.0339277435,7208.4233932698,63427083.10340776,24.47
0.0113384836,83506.2780849131,67359652.08577955,26.85
0.0291443905,42392.5131164612,28749471.56579812,24.8
0.6554732558,66164.2661131668,72233450.47476643,18.04
0.046190746,17958.4053860713,20580303.875161663,23.8
0.0417402433,35827.4537504027,55813423.87046709,24.02
0.1160259082,31373.1930723466,31478649.98489009,21.8
0.0350392641,82032.0841386202,69643782.82553633,24.4
0.0319561887,38567.4377657476,4328886.965688714,24.6
0.1677084622,68087.7721885453,60259359.14176206,21.0
0.0080270317,23640.1216766344,2215981.086003169,27.6
0.0921626549,38940.1074834851,59093544.01795672,22.3
0.058150704,54661.6926824681,33055349.017740216,23.3
0.2241583786,59766.468787192,55043864.72166157,20.37
0.0880146521,21975.3112201407,51855019.82961928,22.4
0.2111324448,71537.4294171048,69768813.46404876,20.5
0.0043107712,36988.1886383381,189166.431816065,28.95
0.0183888672,20941.5584233056,5613998.686528745,25.8
0.021406959,66308.3584547897,42827003.79605208,25.47
0.0305179233,21092.9316060091,15827468.483802976,24.7
0.0421264611,20340.6953777069,21747260.32599659,24.0
0.0880146521,54007.0238221272,29230151.57283416,22.4
0.0025383703,24316.1255638207,199855.558662453,30.1
0.0256185754,27716.7148288768,6883841.566129143,25.08
0.0199781365,27522.7147319804,3328592.639890012,25.62
0.0278326768,32009.9664127814,6644523.076706632,24.9
0.3841978911,54335.2610266927,19688668.077304296,19.2
0.0336166921,58396.049086023,9739535.66682925,24.49
0.2745079817,71492.0485250052,54646151.00517733,19.93
0.0183888672,13957.8408065695,17841135.57958726,25.8
0.0302381333,10305.652861046,9464163.567144196,24.72
0.0073207399,24178.6594412881,32118872.126018,27.8
0.0175612318,69684.9226543811,72493742.46588466,25.9
0.022108281,34536.6552365972,7506862.85440573,25.4
0.2874451443,36033.1241393063,70037135.65939155,19.83
0.0183888672,15701.3624716692,10673520.362755775,25.8
0.1677084622,73137.1219812299,74025768.38831815,21.0
0.0278326768,61940.3977711195,20121231.889186934,24.9
1.2605351968,38383.1855052066,42737895.37599297,16.62
0.0167708462,35175.0181872554,11018657.847989367,26.0
0.1394938229,49704.9103762272,60953857.97816912,21.4
0.0076657557,25979.6369765902,704831.591207534,27.7
0.040230458,11908.5676892001,9787192.641401114,24.1
0.022108281,63215.9767808694,65847495.33356541,25.4
0.0603330078,53542.5347890426,14074822.653793368,23.22
0.0535247906,26341.2730296782,43255057.09751613,23.48
0.0114433973,26449.0442501352,40787659.79665993,26.83
0.0608912622,107814.49977307,58018508.6664935,23.2
0.0152951935,29716.66791038,36174287.54320129,26.2
0.0231502122,42027.7973427202,13730334.228838349,25.3
0.4023045798,94370.1599925346,57194615.27210824,19.1
0.0282198679,22305.5780726305,14575858.308362223,24.87
0.0143401923,30038.6271653214,6430324.702579633,26.34
0.0987540639,75192.6949221722,42667954.52710271,22.15
0.0074912618,54734.3382564601,59305695.83338298,27.75
0.0104365024,25222.9656350834,34120214.765839994,27.03
0.0299609084,7129.5003206652,20068509.964570694,24.74
0.0555334912,35443.8661177084,68565798.9000554,23.4
0.0211132445,38713.7579229745,2785926.366465012,25.5
0.0121494041,37539.5416307752,2656595.537179428,26.7
0.0649463841,74078.9996945216,27907676.9013342,23.06
0.058150704,74860.1372037337,47338671.78799335,23.3
0.0189913123,24294.9645008706,24826212.118715584,25.73
0.3330849243,119493.1875774514,70108917.71398641,19.51
0.0825191939,67084.0284642736,46480079.85581178,22.54
0.2315021222,71091.1938435444,65971271.190023646,20.3
0.2315021222,56829.7250869583,62892873.8967696,20.3
0.0175612318,23605.6355957177,2724275.34890272,25.9
0.0421264611,41382.0732961962,42698219.61234327,24.0
0.2180494405,29568.4569754666,60919226.28070114,20.43
0.0661538275,56716.5153047173,32216542.510890394,23.02
0.0555334912,49805.2898595403,17835663.648537546,23.4
0.4619074603,96693.5350819688,51221689.82691993,18.8
0.0253837029,72988.6851528134,41108067.19816467,25.1
0.096506147,59517.6110765417,55058967.55414487,22.2
0.0110803882,82283.187385976,1085004.059847054,26.9
0.0350392641,36329.2476329412,19529430.389837664,24.4
0.4154846434,109579.8561203326,53598178.34223093,19.03
0.0211132445,66656.9747305354,4071618.063287246,25.5
0.0884209093,33958.8609078419,61803996.49375187,22.39
0.0608912622,54086.5537061306,35619657.97299175,23.2
0.0199781365,45744.3087821665,4247785.786581141,25.62
0.0506471459,13804.1535100641,64814707.94648847,23.6
0.0658498783,10473.6949857706,56942310.95454016,23.03
0.0110803882,41027.0059909897,26728223.77746903,26.9
0.0160160338,28327.4586643109,25007828.86962529,26.1
0.2111324448,38710.9168251977,20828947.876925938,20.5
0.0183888672,61093.772384782,63280693.38964949,25.8
0.0056565936,97890.8676740197,72624670.62642717,28.36
0.0699125232,42521.4224766281,9247785.32765449,22.9
0.160160338,68903.734957276,57735305.94110223,21.1
0.2390864572,91642.1826890556,64963653.22570017,20.23
0.0106795998,70337.3745433684,63578020.96640872,26.98
0.0101989386,59417.8833739658,63899502.33102218,27.08
0.0144728805,31866.3108567602,3765948.086508534,26.32
0.058150704,28572.033835539,8705126.205007676,23.3
0.0683211199,61564.4745105431,48886929.31867844,22.95
0.0080270317,45214.3308966102,24906905.583788257,27.6
0.1015207872,46560.1847746666,62025202.33130541,22.09
0.2160503512,71730.8386820219,68440178.44202091,20.45
0.0278326768,27461.4796734165,14769507.03643859,24.9
0.1058168859,47387.3179279878,27132457.43288127,22.0
0.0806408277,52044.6487853243,34226658.9311498,22.59
0.0093015425,26773.0590675568,60292611.06815545,27.28
0.0319561887,84792.1803102155,2280263.978892371,24.6
0.2111324448,43275.2636752146,26063411.23214349,20.5
0.0152951935,93504.5784242104,63856865.83104795,26.2
0.0766575574,44239.8486393331,63121854.0364313,22.7
0.0661538275,7527.4492519844,30317641.23121084,23.02
0.1925550782,45269.3758658051,39639451.92327956,20.7
0.1272198785,56308.9122821081,63898771.02183469,21.6
0.0319561887,20850.9322745102,17615883.314127453,24.6
0.0732073989,45208.7066504963,40401168.22423289,22.8
0.0076657557,38832.5745900065,61329860.854976,27.7
0.1214940408,75034.8587371064,22680510.67589886,21.7
0.0253837029,22919.439814521,10485579.182374371,25.1
0.1375798959,65635.2496387904,46104393.28874124,21.43
0.0035039264,57568.9290209021,42963649.24311089,29.4
0.0073207399,19652.6189946863,41589612.16512527,27.8
0.0366906138,23966.129500988,68067841.71533476,24.3
0.0069912523,94875.5572947241,4768140.943915619,27.9
0.0183888672,60305.8674400585,59188977.83987368,25.8
0.0152951935,74371.1229269827,35672178.19479987,26.2
0.0045915041,19361.6814982108,1717563.573676758,28.813
0.0066153828,84581.1955238098,46890044.66546288,28.02
0.0306587876,32676.6349567251,9271133.979772396,24.69
0.0366906138,24605.2469442297,4438149.210794224,24.3
0.0127219879,15507.6356005594,4598453.845229485,26.6
0.0802703167,57474.4967417876,13075510.841925466,22.6
0.008405334,20534.7805930085,68641929.2411386,27.5
0.0153657929,31161.4481833634,18009051.40957302,26.19
0.0608912622,47695.7594626096,9068987.15021345,23.2
0.1529519353,32574.0475112813,39990235.36676503,21.2
0.0350392641,35428.2722557603,2739968.524500608,24.4
0.2538370294,82824.5173636393,64781479.28256386,20.1
0.096506147,54785.0856971336,16681103.086647838,22.2
0.2111324448,97028.4860188495,20256109.25398,20.5
0.0802703167,19607.0219460168,63755437.95159541,22.6
0.040230458,14941.6724133013,11892855.24653764,24.1
0.1214940408,78867.6724656547,24950221.87144356,21.7
0.0350392641,54933.9579015404,56246498.94803024,24.4
0.2658,83766.6018027418,44964459.19483738,20.0
0.0231502122,22238.3480351537,12963887.044844136,25.3
0.0468333233,110350.5806574864,9230477.721763136,23.77
0.3051792326,45974.3520029897,33969252.428627506,19.7
0.3194147569,74373.7113441554,46479627.23249632,19.601
0.0116025908,20030.3199462736,2286835.663723601,26.8
0.2315021222,54704.3104698959,39847550.71353347,20.3
0.6645917971,56950.404622601,58068227.38394992,18.01
0.8522263865,98362.9823528041,31339881.7290962,17.47
1.7082639526,16398.3154883766,50259639.89739098,15.96
0.0152951935,15368.3922825835,2805131.920533056,26.2
0.0185590173,50849.4510457182,56485068.19148064,25.78
0.1608996045,23287.4472162629,28082286.93680672,21.09
0.6464798256,49299.6670759678,61260820.61518272,18.07
0.0203495578,51109.2890002991,59540449.882354766,25.58
0.0692715614,33968.8192093633,71605401.29183787,22.92
0.2315021222,30586.1130262795,9532870.682400564,20.3
0.0063760979,25825.8121036607,57682092.57252325,28.1
0.063760979,69199.0033580255,36659282.31184301,23.1
0.0105330702,15737.7032882544,10007886.076330328,27.01
0.0242412481,17303.7008777623,18077591.37912924,25.2
0.0110803882,46079.426332534,1544671.430384596,26.9
0.0088014652,29189.2859252802,5874065.847008137,27.4
0.0146067964,60303.9528173876,53258225.11134304,26.3
0.0291443905,34290.4508146005,9942256.03966199,24.8
0.160160338,34481.1338282744,9852171.014787946,21.1
0.0384197891,65635.925091624,43012310.85713852,24.2
0.0127219879,44279.5890123007,20447676.956006367,26.6
0.0291443905,25578.3835892048,31989185.9569118,24.8
0.0453476699,19277.9407479928,30243358.04982745,23.84
0.4619074603,69337.9193559988,63494855.42645386,18.8
0.0880146521,40976.428253738,46393968.94323365,22.4
0.2597496533,54184.1113018991,57980327.939077206,20.05
0.0366906138,46485.3820658339,40856157.08594384,24.3
0.0305179233,30307.3451046427,5429523.554157158,24.7
0.0073207399,35575.5967030131,111069.058259796,27.8
0.3195618867,105877.4116955202,24783903.70183004,19.6
0.0802703167,7875.1279352284,25749781.66133484,22.6
0.0146067964,22983.6879097866,54862130.4317054,26.3
0.2111324448,75968.0434083589,56145682.864026845,20.5
0.0350392641,49295.9600018564,43089676.54751262,24.4
0.0821400526,19714.9308660869,53822654.09002693,22.55
0.2315021222,57554.6105439976,54105161.48451844,20.3
0.1907897226,63954.6401329376,64340619.35624271,20.72
0.0921626549,44889.6155038232,20904095.659198992,22.3
0.0763053479,29417.032958407,57248679.11953795,22.71
0.5303407233,63710.4655468465,36965463.73381968,18.5
0.0127219879,22123.4353158663,37607738.641959935,26.6
0.0925880583,42984.8145988682,61035396.117695175,22.29
0.0384197891,63926.6113790143,3800438.967501485,24.2
0.1394938229,73358.5167144878,66746168.43962439,21.4
0.0305179233,18790.7539114572,12167932.15970561,24.7
0.0242412481,43692.1684340501,19820268.530674588,25.2
0.8483107619,65888.515685029,64949565.38484525,17.48
0.0506471459,68030.0302820227,66989046.96939844,23.6
0.0921626549,71069.6653458383,56060409.57984242,22.3
0.0334622374,24810.3207467161,14138131.051197603,24.5
0.0366906138,46944.2055462646,8541112.904737031,24.3
0.0411675457,42910.066569245,25333810.06336943,24.05
0.4212646106,72101.3168187212,33470248.56744964,19.0
0.0117099483,34134.218601051,65726285.753768094,26.78
0.1529519353,104653.932985184,41047889.86921975,21.2
0.099667824,55710.1625946566,8657772.555077024,22.13
0.058150704,43565.1596229197,38229556.02641792,23.3
0.0366906138,27309.4438104177,31798044.71353344,24.3
0.0192555078,24205.7936776559,26289831.07905908,25.7
0.0201629919,61793.9252996893,60685349.967312,25.6
0.0126635356,30521.2162683701,1629747.589455726,26.61
0.1407845434,57951.852597185,49303254.95496298,21.38
0.0192555078,71072.578907384,72284625.39284922,25.7
0.1756123185,78707.4497954226,58412186.247404926,20.9
0.0608912622,52499.6801288662,67984291.9482106,23.2
0.1529519353,39813.5752006802,23410613.984883364,21.2
1.3383046182,62025.3287898116,66897083.96766336,16.49
0.2424124811,85210.8708053462,61951325.143581405,20.2
0.0160160338,12875.0028733326,2205435.37863475,26.1
0.0384197891,46581.9402856115,760150.534846975,24.2
0.077366861,18277.4915711619,60881269.441457085,22.68
0.2424124811,107189.7289264044,66928847.17085344,20.2
0.040230458,25042.6291530947,9981299.378316272,24.1
0.0350392641,51875.4489058433,7241758.015573662,24.4
0.8101304882,123887.3941934201,2016391.661951446,17.58
0.0152951935,13684.7807894748,11002501.741782766,26.2
0.1243240006,31688.4166934738,46762675.5130466,21.65
0.7844314124,46628.7770048162,67919260.88645396,17.65
0.058150704,24187.3511748465,28998518.2102295,23.3
0.0655473256,111610.9099638389,50331167.29153174,23.04
0.0319561887,31966.3242837772,10937638.424117751,24.6
1.6464743776,98504.8138484471,60993869.46935868,16.04
0.0348782733,40579.8969497281,50220400.75008465,24.41
0.0259749653,29211.1891308568,65438109.45271145,25.05
0.1332155667,76249.1971115586,67866857.81473783,21.5
0.1394938229,45507.3224427655,26862266.22158984,21.4
0.0110803882,79369.5012854382,74539155.38158652,26.9
0.2210828104,12469.5395555313,42287243.99980416,20.4
0.1756123185,51668.8112351102,25021683.86139556,20.9
0.0171614894,33691.6454668624,3526445.098032952,25.95
0.2379879547,62031.9161176747,19891503.281462047,20.24
0.4212646106,24785.3993799033,5723079.978050703,19.0
0.0121494041,13490.9934997397,24750596.91789772,26.7
0.0722029558,69014.9877922206,46822421.805648685,22.83
0.0358554334,55791.6866705232,25544030.92932887,24.35
0.0291443905,60873.8289452532,55283224.78433216,24.8
0.1332155667,56342.7461791375,32125438.27572804,21.5
0.0092162655,23612.7206109371,30946793.90786767,27.3
0.040230458,16827.1235911544,73825857.22412741,24.1
0.2180494405,42351.0183328846,45127121.86569852,20.43
0.0127219879,34212.4814007153,3922418.497616121,26.6
0.0921626549,27928.2365182756,72894187.22612382,22.3
0.407901194,68221.0284714479,64263970.56878123,19.07
0.0160160338,57632.6714154512,39051348.617914766,26.1
0.1133848361,16557.7338953243,58027950.551018335,21.85
0.0201629919,80667.3655200679,71955000.15954953,25.6
0.1301832102,44250.7729492649,9880681.930364665,21.55
0.0160899605,31802.8100316836,2391311.689536118,26.09
0.0319561887,55048.8372249452,55940903.24659398,24.6
0.0384197891,19096.8348086645,5274094.628460724,24.2
0.0069912523,14811.9204646849,67969301.80780278,27.9
0.0175612318,49917.4215421846,42044253.66058207,25.9
0.0477040198,53774.2351653138,10067957.968696477,23.73
0.2016299194,25757.6327042509,28276759.24603679,20.6
0.0343997255,45598.2874031891,22139278.49253504,24.44
0.1160259082,37150.1315773308,40177303.41917817,21.8
0.1108038821,24959.0497652698,41069951.50094248,21.9
0.0211132445,23610.5311466793,5877232.325283279,25.5
0.1010543415,45942.0546439818,19876879.76055424,22.1
0.1467421834,76512.9911871182,55432228.062638044,21.29
0.0305179233,59751.8988370178,45094533.98929025,24.7
0.0840533402,25642.9375166673,64416416.60270858,22.5
0.1756123185,88114.690004926,45065304.15122968,20.9
0.3195618867,93425.6058206267,71397928.85290585,19.6
0.0199781365,39751.1372715142,30086654.32588181,25.62
0.4859090375,24598.1970410131,13965988.5577918,18.69
0.0100590039,22694.4000909379,48163257.97011458,27.11
0.0766575574,86548.8532269834,56302130.71577564,22.7
0.2914439045,66501.2946609824,15955841.97647928,19.8
0.0555334912,63670.9330347318,45305429.82587936,23.4
0.0305179233,44098.9000589074,43661577.64060727,24.7
0.1214940408,70431.0466524937,7334629.659811344,21.7
0.1108038821,73522.8685026713,60355855.198314734,21.9
0.1123453177,47823.0165746179,63563429.02561126,21.87
0.0530340723,31557.5238783034,24404707.85296524,23.5
0.0689532874,43788.8746410296,54324607.00393569,22.93
0.0366906138,24388.5891231686,25039531.18648229,24.3
0.0183888672,68592.6650675952,649917.309806443,25.8
0.0356906927,16219.3631674569,17079110.284233443,24.36
0.040230458,90161.5766361689,6538945.472018583,24.1
0.0366906138,50366.8443116279,71181567.35341781,24.3
0.0201629919,29574.8867260832,72428062.2540907,25.6
0.1677084622,24404.4368657461,71739257.9802835,21.0
0.0156514644,15574.0870000351,37830677.97475168,26.15
0.096506147,52686.2953057136,55220918.52809926,22.2
0.0040230458,21940.9845444078,62049193.28187816,29.1
0.0160160338,75120.4011660368,59827182.11517231,26.1
0.1326034968,36951.5731759553,57696516.888907366,21.51
0.096506147,47455.3876373701,63219118.996116206,22.2
0.1077841687,90356.5631673302,17078135.549391884,21.96
0.0211132445,13449.7151150165,18387490.66721029,25.5
0.04411182,49797.798715615,25882899.29142331,23.9
0.4859090375,75988.1026576919,20197328.40619174,18.69
1.2663535629,24518.8795648035,42473343.735124364,16.61
0.0699125232,19077.1678361938,19781689.34933156,22.9
0.0089239058,18104.3653311881,50071810.97525123,27.37
0.3552670883,67067.474922977,68873248.37341733,19.37
0.1198270801,48833.4732144091,1782422.941958005,21.73
0.0802703167,20843.6049934747,51223827.19152776,22.6
0.1108038821,36111.0447734375,25786100.82277642,21.9
0.0211132445,14095.7654679377,11282787.981899451,25.5
0.0608912622,50277.4303076838,22317366.498967618,23.2
0.0766575574,92139.5923848234,66057517.63827201,22.7
0.1394938229,60430.5300416972,40660156.09591938,21.4
0.3503926411,46248.8449829717,45068088.39198719,19.4
0.0278326768,26976.6698917392,6307157.230739114,24.9
0.0908981358,48709.753396722,16587083.996827682,22.33
0.0384197891,18224.9621182539,23996854.632209,24.2
0.0066765941,63311.9085613296,44660547.48670414,28.0
0.0133215567,59193.409258548,47760842.332737096,26.5
0.0088014652,22252.7522292752,32499256.709477395,27.4
0.4023045798,116764.1150992873,40849192.52718641,19.1
0.096506147,67763.7701419111,18607465.26941437,22.2
0.1756123185,39147.0860129274,23595090.852590244,20.9
0.0231502122,38741.1856025206,45131889.66949371,25.3
0.0421264611,63240.3070505806,66992371.96157663,24.0
0.2016299194,21183.1959909582,58497430.40488407,20.6
0.0146067964,19804.2714570235,16118118.490358584,26.3
0.0090064777,74171.3508655214,50858322.569644935,27.35
0.1139081967,62533.0262708662,53962426.59632213,21.84
0.008405334,29659.1346454024,14936797.906362638,27.5
0.0802703167,62613.1354592635,17996251.17254498,22.6
0.0069912523,62144.3768723924,16997995.237403322,27.9
0.3392774354,34248.4651623142,74354431.03412332,19.47
0.0360209346,45527.9020337171,8834860.215512697,24.34
0.1149621763,40861.5593677373,28606985.9525326,21.82
0.4023045798,107766.9389298812,60038187.12828693,19.1
0.0183888672,53691.8995406099,64444780.85253355,25.8
0.2315021222,49769.463018991,14325852.756543932,20.3
0.0106795998,60491.9503247324,35501895.53203348,26.98
0.0366906138,21731.4626601031,24474726.552587047,24.3
0.0530340723,74442.6440335624,35327742.72749083,23.5
0.1214940408,53209.5229116601,57571997.02240248,21.7
0.0152951935,54586.4407025594,512735.674061981,26.2
0.160160338,51511.0657353764,71429936.5289351,21.1
0.0253837029,10719.2318127745,5255936.753155651,25.1
0.3967847541,67007.2709511936,61846248.58703936,19.13
0.0152951935,83992.2326904928,59793533.06627321,26.2
0.0377185489,36569.5573944748,17166728.245753955,24.24
0.040230458,22032.5150664264,17373232.1731158,24.1
0.0050647146,48346.3236537511,26269207.785977043,28.6
0.3346223745,49977.4064418234,54838468.072854094,19.5
0.1460679643,44778.1279559242,57727718.23241732,21.3
0.0504144434,23143.8244202956,73527602.79880482,23.61
0.0183888672,57681.7363614906,3363138.228824022,25.8
0.0167708462,42343.9812153706,257065.718574434,26.0
0.002914439,15174.7900827497,20125872.51983285,29.8
0.0334622374,46637.1587575886,54466228.52494431,24.5
0.0167708462,46996.8879262648,60612872.86605333,26.0
0.0127219879,76361.346235498,53082494.22878933,26.6
0.1010543415,9898.2630627418,35383082.54003313,22.1
0.0350392641,28983.2390728052,21374098.92609228,24.4
0.0411675457,72220.484244573,69391256.38505086,24.05
0.0152951935,58277.8925978285,17520952.096174333,26.2
0.0127219879,58551.8807992201,65369726.530999154,26.6
0.1756123185,83800.5119614404,9660687.880437488,20.9
0.0398616229,31381.8862470637,11982717.340665808,24.12
0.3424167308,61151.6605476704,73671784.94167486,19.45
0.2658,84284.5904995856,40607604.27904111,20.0
0.160160338,51892.3346484881,34776500.77112786,21.1
0.0045139316,16715.4286091249,2185400.050061177,28.85
0.0133215567,40710.2357301491,34511609.16909969,26.5
0.1010543415,40155.7309564835,68629925.92692384,22.1
0.0506471459,63841.3358905559,1716885.296934178,23.6
0.2585562121,10979.8895071883,40295854.67474518,20.06
0.0555334912,67201.457991511,59071355.28788365,23.4
0.058150704,29557.1405562053,56859994.59193458,23.3
0.1010543415,79466.3828103978,10386106.93603719,22.1
0.0073207399,69199.1544835094,68692060.5345607,27.8
0.0073207399,26883.2527686733,2282757.625787401,27.8
0.0216050351,41161.0154916557,2601635.598508413,25.45
0.2914439045,51634.5661156972,25913607.72491139,19.8
0.0146067964,36920.2613513681,1615397.74289129,26.3
1.4340192346,63847.8951549728,64704171.69600246,16.34
0.063760979,65735.6195179141,36701623.67017953,23.1
0.1214940408,74042.7502070732,73088189.03509296,21.7
0.0072871041,38093.9396996196,9001584.169348594,27.81
0.0334622374,51401.5847559691,7896952.524882438,24.5
0.1108038821,40556.6244513875,41233357.688177295,21.9
0.0175612318,25098.8709023188,4274836.686785808,25.9
0.099667824,45831.2313319693,59735036.978030495,22.13
0.0152951935,38884.2399885719,4376101.788796006,26.2
0.0116025908,60539.314069341,70021284.83755825,26.8
0.3346223745,76840.6617306947,31209186.67195472,19.5
0.0921626549,13593.5523563777,38064752.86435346,22.3
0.0253837029,51681.7613160932,46439428.6841301,25.1
0.0291443905,51543.0180985097,61255376.68885426,24.8
0.0421264611,105309.7702594186,55033363.42990075,24.0
0.1272198785,41521.2380496227,24241027.99138704,21.6
0.2424124811,46131.198580921,9700989.023022942,20.2
0.008405334,63742.3507270969,37059641.53202012,27.5
0.039314701,26043.5190320752,2999529.939460891,24.15
0.0167708462,33183.5476240518,14898109.114660256,26.0
0.0667659413,65959.880873143,55533820.76902376,23.0
0.2111324448,89124.153572993,24735515.462950043,20.5
0.2597496533,62502.9831742493,66792848.450346425,20.05
0.1756123185,43630.9832458242,55253444.96466231,20.9
0.0366906138,68470.3512394675,49316080.41419191,24.3
0.0152951935,20255.1773798828,34380710.718694165,26.2
0.0253837029,12773.9204191218,16287450.503540488,25.1
0.0802703167,28128.7533791092,27828237.97895913,22.6
0.0334622374,28098.4183795728,8211321.303646123,24.5
0.2982325052,76260.3638314532,62130365.28061739,19.75
0.02658,58634.5601504657,39614121.174183086,25.0
0.0350392641,44301.695652518,18486429.851457305,24.4
0.0350392641,18789.1009654075,18180189.72727645,24.4
0.229379698,37907.8970693616,12475106.043871433,20.32
0.0127219879,34210.2498292677,1866354.856841079,26.6
0.1058168859,43501.3948336806,57611556.75794421,22.0
0.0608912622,37900.6941159227,42376645.88600485,23.2
0.0802703167,48403.8100668236,52012185.79602343,22.6
0.2446554962,84216.2666795467,37324072.89620123,20.18
0.058150704,21139.1522864781,15503965.633091765,23.3
0.0278326768,69931.3051119215,61781283.27354658,24.9
0.0242412481,86553.2384637955,29126529.60126147,25.2
0.040230458,20767.2731077603,42121983.20289559,24.1
0.0278326768,5361.6988052159,3597130.495522201,24.9
0.3669061375,45717.9874648614,44142929.77591343,19.3
0.0211132445,14118.9352747849,19400552.2437067,25.5
0.1231841913,76738.64150551,74701609.12406243,21.67
0.1394938229,50501.1607485955,62719669.69232062,21.4
0.1058168859,27672.8625728828,24832617.076720696,22.0
0.0167708462,21662.160010838,6443248.552327655,26.0
0.2111324448,64896.3813629228,58708373.67895774,20.5
0.1058168859,58733.0504891284,6433842.331935026,22.0
0.0192555078,51735.3429713119,22531534.026013825,25.7
0.0880146521,48731.2536423089,68289234.98405962,22.4
0.0105816886,29433.2210966784,10155237.016242504,27.0
0.008405334,27534.2916381886,31648600.630143803,27.5
0.0752583992,29672.219409831,64851373.72619484,22.74
0.0096506147,43260.5158459182,53609596.01070422,27.2
0.0167708462,52416.7625881242,49849011.92038219,26.0
0.0185590173,34143.2782973493,5641399.361513259,25.78
0.0063760979,28915.1029684977,11404093.9625642,28.1
0.0305179233,13817.9411620513,54260199.43618163,24.7
0.0211132445,23914.4553061289,659937.360179256,25.5
0.4836764882,59957.4295223345,58146936.38839768,18.7
0.2016299194,52117.0203282336,15344302.115288176,20.6
0.0152951935,51029.8094015834,28929058.348410863,26.2
0.0183888672,15375.4105760735,15088941.258919625,25.8
0.0088014652,16145.1859447135,334977.875007856,27.4
0.0506471459,49834.3163516712,19246264.73479858,23.6
0.0802703167,43894.8679822679,53441179.31208991,22.6
0.0055533491,25334.5229166983,60988107.55779776,28.4
0.0360209346,79109.1175109378,32266587.60601979,24.34
0.04411182,32416.3497636004,29254817.01532338,23.9
0.0231502122,16930.9521700805,15154016.781163232,25.3
0.0288771931,34883.7865222524,13143832.338752337,24.82
0.022108281,15925.0007803276,35582869.35847432,25.4
0.0667659413,29911.0241027564,28985415.291831087,23.0
0.022108281,66614.2638451301,49362281.2030972,25.4
0.3051792326,83083.2941913768,47520145.433580615,19.7
0.04411182,71158.7849741453,56696564.60367864,23.9
0.0133215567,8866.2687257339,10318710.866593927,26.5
0.0530340723,17461.0187903772,21151406.998257942,23.5
0.0211132445,22123.4694072096,37447607.01746134,25.5
0.0555334912,24526.6574489097,14282063.02154965,23.4
0.1058168859,87775.326206194,71228382.92972966,22.0
0.0048367649,25409.2973465829,459072.838682588,28.7
0.1394938229,33595.1957221606,8609173.039125225,21.4
